INPUT:url	INPUT:query	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
https://www.childrensplace.com/us/c/girls-clothing-school-uniforms-dresses-and-jumpers	school uniform dresses	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d8995bc0cb6219ae8c211	5d1da9ae-501a-4840-981a-f54aa92936dc	0001bfeb25--618d8995bc0cb6219ae8c211	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:29.665
https://offerup.com/explore/k/bar-stools/	home stools for sale near me	404				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d8995bc0cb6219ae8c211	d28665aa-18fc-4d92-b2ec-68077075166b	0001bfeb25--618d8995bc0cb6219ae8c211	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:29.665
https://www.brides.com/gallery/short-weddings-dresses	short wedding dress	Irrelevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d8995bc0cb6219ae8c211	b40d417d-679c-4c0b-94dd-c893ddeb50fc	0001bfeb25--618d8995bc0cb6219ae8c211	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:29.665
https://www.target.com/c/coffee-mugs-tea-cups-glassware-drinkware-kitchen-dining/-/N-4yklc	thermo mugs	404				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d899c4b593b1633d2ef31	3b0364f0-ea20-4bf4-876e-a8d284052efa	0001bfeb25--618d899c4b593b1633d2ef31	096ad5dc9fde2d2167c088d323c6c73c	APPROVED	2021-11-11T21:22:36.626
https://www.costco.com/bunk-beds.html	bunk beds	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d899c4b593b1633d2ef31	fb83b81f-4e95-44a8-93bd-0d67f3fcfed7	0001bfeb25--618d899c4b593b1633d2ef31	096ad5dc9fde2d2167c088d323c6c73c	APPROVED	2021-11-11T21:22:36.626
https://homebnc.com/best-flower-bed-ideas/	bed linen with flowers	Irrelevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d899c4b593b1633d2ef31	e670d8a5-261e-4f03-8733-c9031779891c	0001bfeb25--618d899c4b593b1633d2ef31	096ad5dc9fde2d2167c088d323c6c73c	APPROVED	2021-11-11T21:22:36.626
https://www.glovesmag.com/kickboxing-gloves/	kickboxing gloves	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d899c8254e875004964a0	ce3646ab-9d82-4f5e-ba70-95f48aa51bc3	0001bfeb25--618d899c8254e875004964a0	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:36.126
https://www.amazon.com/Playstation-PS4-1TB-Console-AlleyFlex/dp/B08QF4PB4B?ref_=Oct_s9_apbd_otopr_hd_bw_b710gst&pf_rd_r=XW2SWJAFR6JYK7VCXJSW&pf_rd_p=13383fcd-a984-4438-a2f3-4286dd71368c&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=6427871011	playstation 4 price	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d899c8254e875004964a0	3cadb192-a93f-4547-a8a2-a85f86a220e0	0001bfeb25--618d899c8254e875004964a0	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:36.126
https://www.bedbathandbeyond.com/store/category/health-beauty/fitness-wellness/scales/13569/?icid=hp_cm_V4_cm5_scales_16685	electronic scale	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d899c8254e875004964a0	559059a8-d7e4-40b0-bb5e-497e064b8002	0001bfeb25--618d899c8254e875004964a0	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:36.126
https://bestbasketballmag.com/portable-basketball-hoop/	adjustable portable basketball hoop	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89a1f3fae902fdfc7db4	42764ad2-299f-4f9e-89b0-4e800e50ab3f	0001bfeb25--618d89a1f3fae902fdfc7db4	5a78bf74f91d9c8099176d392853c537	APPROVED	2021-11-11T21:22:41.964
https://www.skis.com	inline skates	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89a1f3fae902fdfc7db4	c32a59f3-f72b-47a1-b654-f14f74cd02b0	0001bfeb25--618d89a1f3fae902fdfc7db4	5a78bf74f91d9c8099176d392853c537	APPROVED	2021-11-11T21:22:41.964
https://www.chapmoto.com/motorcycle-helmets	football helmet	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89a1f3fae902fdfc7db4	ad7492cc-8bc4-4983-b563-23ff1ab122ed	0001bfeb25--618d89a1f3fae902fdfc7db4	5a78bf74f91d9c8099176d392853c537	APPROVED	2021-11-11T21:22:41.964
https://threadcurve.com/types-of-skirts/	skirt with animalistic print	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89a62894310af468acf2	c8c69bd5-9a47-4e31-aa13-c0b4c31b8d71	0001bfeb25--618d89a62894310af468acf2	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:46.990
https://www.walmart.com/browse/aqua-fitness/aqua-fitness-kits/4125_4134_4522918_1932850	aqua fitness kit	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89a62894310af468acf2	8b59273d-35f0-4f00-b447-b26ce1d3e78b	0001bfeb25--618d89a62894310af468acf2	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:46.990
https://diyprojects.com/flower-pot-stand-diy/	4-layer wooden flower stand	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89a62894310af468acf2	a34fc981-48d2-4742-915d-92117a908642	0001bfeb25--618d89a62894310af468acf2	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:46.990
https://www.walmart.com/browse/home/shop-all-table-lamps-by-style/xiaomi/4044_133012_133113_4887881_6619106_4666247_1673446/YnJhbmQ6WGlhb21p?cat_id=4044_133012_133113_4887881_6619106_4666247_1673446&facet=brand%3AXiaomi	xiaomi desk lamp walmart	404				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89aa132ea302f8268c47	89f0e3ad-30b9-4324-8350-4439c9bd5ed7	0001bfeb25--618d89aa132ea302f8268c47	b5b8f6ea9c4a7b855bd920f508aad08b	APPROVED	2021-11-11T21:22:50.526
https://www.ikea.com/us/en/cat/ottomans-20926/	ottomans and poufs	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89aa132ea302f8268c47	de8411c6-61ee-4aca-92bf-306691083980	0001bfeb25--618d89aa132ea302f8268c47	b5b8f6ea9c4a7b855bd920f508aad08b	APPROVED	2021-11-11T21:22:50.526
https://www.macys.com/shop/womens-clothing/pajama-sets?id=55811	pajamas	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89aa132ea302f8268c47	baf88297-be11-44d6-9ac9-ad65572cfb8d	0001bfeb25--618d89aa132ea302f8268c47	b5b8f6ea9c4a7b855bd920f508aad08b	APPROVED	2021-11-11T21:22:50.526
https://www.urbanscooters.com/products/belize-tri-rider-industrial-tricycle	adult tricycle	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89ac0acab141b4369a34	8542ae0e-112b-4ece-a701-72e5a756f6b9	0001bfeb25--618d89ac0acab141b4369a34	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:52.291
https://www.kpbilliards.com/store/air-hockey/?page=2	hockey pucks	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89ac0acab141b4369a34	da2a0a96-34c4-42bd-8f61-3e20282aa580	0001bfeb25--618d89ac0acab141b4369a34	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:52.291
https://shop.usa.canon.com/shop/en/catalog/printers-all-in-ones/photo-all-in-one-inkjet-printers	canon printer pixma	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89ac0acab141b4369a34	94085007-1c06-4ec2-ab22-03906df51c47	0001bfeb25--618d89ac0acab141b4369a34	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:52.291
https://www.childrensplace.com/us/c/girls-clothing-school-uniforms-dresses-and-jumpers	school uniform dresses	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89aeab44853ee898c87d	5d1da9ae-501a-4840-981a-f54aa92936dc	0001bfeb25--618d89aeab44853ee898c87d	081b4d1fba7aded65613f7a1e199c467	APPROVED	2021-11-11T21:22:54.038
https://offerup.com/explore/k/bar-stools/	home stools for sale near me	404				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89aeab44853ee898c87d	d28665aa-18fc-4d92-b2ec-68077075166b	0001bfeb25--618d89aeab44853ee898c87d	081b4d1fba7aded65613f7a1e199c467	APPROVED	2021-11-11T21:22:54.038
https://www.brides.com/gallery/short-weddings-dresses	short wedding dress	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89aeab44853ee898c87d	b40d417d-679c-4c0b-94dd-c893ddeb50fc	0001bfeb25--618d89aeab44853ee898c87d	081b4d1fba7aded65613f7a1e199c467	APPROVED	2021-11-11T21:22:54.038
https://mrfancypants.shop	swimwear shop online	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b0577ecb41203b1dc9	b5d4e1bb-c651-4fdd-ac40-f50f5cf9f543	0001bfeb25--618d89b0577ecb41203b1dc9	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:56.202
https://www.amazon.com/Tzowla-Backpack-Business-Shopping-Netbook-M1-Black/dp/B089CZ56TY/ref=sr_1_1_sspa?dchild=1&keywords=business+laptop&qid=1610751894&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNFZSNzlORlQxT1Y0JmVuY3J5cHRlZElkPUEwMjc4MzMxUEJRVjJCTFVJSkJEJmVuY3J5cHRlZEFkSWQ9QTA3NzIxNTMxTENPQks4TUpLWFpDJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==	business laptops	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b0577ecb41203b1dc9	f021e618-31d0-4ac5-8537-5e645d6abdaa	0001bfeb25--618d89b0577ecb41203b1dc9	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:56.202
https://www.gap.com/browse/category.do?cid=63895#pageId=0&department=48&mlink=6170,19543333,DP_KTB_SEO_Image	gap kids	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b0577ecb41203b1dc9	7a266406-68be-4b77-958a-e86600d0fe66	0001bfeb25--618d89b0577ecb41203b1dc9	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:22:56.202
https://www.target.com/c/coffee-mugs-tea-cups-glassware-drinkware-kitchen-dining/-/N-4yklc	thermo mugs	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b255020e47a58f7713	3b0364f0-ea20-4bf4-876e-a8d284052efa	0001bfeb25--618d89b255020e47a58f7713	e0148cf09fd433441e7e33a3cb0d0d45	APPROVED	2021-11-11T21:22:58.025
https://www.costco.com/bunk-beds.html	bunk beds	Irrelevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b255020e47a58f7713	fb83b81f-4e95-44a8-93bd-0d67f3fcfed7	0001bfeb25--618d89b255020e47a58f7713	e0148cf09fd433441e7e33a3cb0d0d45	APPROVED	2021-11-11T21:22:58.025
https://homebnc.com/best-flower-bed-ideas/	bed linen with flowers	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b255020e47a58f7713	e670d8a5-261e-4f03-8733-c9031779891c	0001bfeb25--618d89b255020e47a58f7713	e0148cf09fd433441e7e33a3cb0d0d45	APPROVED	2021-11-11T21:22:58.025
https://bestbasketballmag.com/portable-basketball-hoop/	adjustable portable basketball hoop	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b44b593b1633d2f064	42764ad2-299f-4f9e-89b0-4e800e50ab3f	0001bfeb25--618d89b44b593b1633d2f064	096ad5dc9fde2d2167c088d323c6c73c	APPROVED	2021-11-11T21:23:00.955
https://www.skis.com	inline skates	Irrelevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b44b593b1633d2f064	c32a59f3-f72b-47a1-b654-f14f74cd02b0	0001bfeb25--618d89b44b593b1633d2f064	096ad5dc9fde2d2167c088d323c6c73c	APPROVED	2021-11-11T21:23:00.955
https://www.chapmoto.com/motorcycle-helmets	football helmet	Irrelevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b44b593b1633d2f064	ad7492cc-8bc4-4983-b563-23ff1ab122ed	0001bfeb25--618d89b44b593b1633d2f064	096ad5dc9fde2d2167c088d323c6c73c	APPROVED	2021-11-11T21:23:00.955
https://www.adidas.com/us/hoodies_sweatshirts	adidas hoodies & sweatshirts	Irrelevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b4676cd4397d96eb1c	97d800b0-897f-4733-9ae7-df89aa4bd9b7	0001bfeb25--618d89b4676cd4397d96eb1c	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:23:00.909
https://www.usa.philips.com/c-p/HD9650_96/premium	philips lamps	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b4676cd4397d96eb1c	3fc45215-926a-4d68-81fd-73f9624915a8	0001bfeb25--618d89b4676cd4397d96eb1c	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:23:00.909
https://www.thespruce.com/best-laptop-tables-5080271	dining tables	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b4676cd4397d96eb1c	a4be740e-e3e0-48ea-8aec-682f92a81712	0001bfeb25--618d89b4676cd4397d96eb1c	7eb203baf2cef4a53cff2170e91edc74	APPROVED	2021-11-11T21:23:00.909
https://www.glovesmag.com/kickboxing-gloves/	kickboxing gloves	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b7df80815be56ab5f1	ce3646ab-9d82-4f5e-ba70-95f48aa51bc3	0001bfeb25--618d89b7df80815be56ab5f1	756b527f644db6ef637030f5e027486f	APPROVED	2021-11-11T21:23:03.491
https://www.amazon.com/Playstation-PS4-1TB-Console-AlleyFlex/dp/B08QF4PB4B?ref_=Oct_s9_apbd_otopr_hd_bw_b710gst&pf_rd_r=XW2SWJAFR6JYK7VCXJSW&pf_rd_p=13383fcd-a984-4438-a2f3-4286dd71368c&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=6427871011	playstation 4 price	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b7df80815be56ab5f1	3cadb192-a93f-4547-a8a2-a85f86a220e0	0001bfeb25--618d89b7df80815be56ab5f1	756b527f644db6ef637030f5e027486f	APPROVED	2021-11-11T21:23:03.491
https://www.bedbathandbeyond.com/store/category/health-beauty/fitness-wellness/scales/13569/?icid=hp_cm_V4_cm5_scales_16685	electronic scale	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b7df80815be56ab5f1	559059a8-d7e4-40b0-bb5e-497e064b8002	0001bfeb25--618d89b7df80815be56ab5f1	756b527f644db6ef637030f5e027486f	APPROVED	2021-11-11T21:23:03.491
https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=acer+aspire+laptop	acer aspire	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b9ab44853ee898c8ad	25ef2fca-4720-44e0-9929-80e2dae8a818	0001bfeb25--618d89b9ab44853ee898c8ad	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:05.260
https://www.modcloth.com/shop/high-waisted-pants	high waisted pants for women	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b9ab44853ee898c8ad	e722b6c1-6f24-4cfe-8e90-b777f30f3bed	0001bfeb25--618d89b9ab44853ee898c8ad	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:05.260
https://www.tennisexpress.com/bag-sale	tennis bag	Irrelevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89b9ab44853ee898c8ad	3ec16b09-3e5f-4b55-b97d-9e6e5754c88b	0001bfeb25--618d89b9ab44853ee898c8ad	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:05.260
https://www.urbanscooters.com/products/belize-tri-rider-industrial-tricycle	adult tricycle	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c05aee49270bd8e789	8542ae0e-112b-4ece-a701-72e5a756f6b9	0001bfeb25--618d89c05aee49270bd8e789	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:12.271
https://www.kpbilliards.com/store/air-hockey/?page=2	hockey pucks	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c05aee49270bd8e789	da2a0a96-34c4-42bd-8f61-3e20282aa580	0001bfeb25--618d89c05aee49270bd8e789	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:12.271
https://shop.usa.canon.com/shop/en/catalog/printers-all-in-ones/photo-all-in-one-inkjet-printers	canon printer pixma	Irrelevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c05aee49270bd8e789	94085007-1c06-4ec2-ab22-03906df51c47	0001bfeb25--618d89c05aee49270bd8e789	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:12.271
https://www.neimanmarcus.com/p/lafayette-148-new-york-lyons-plonge-lambskin-midi-skirt-prod234320366	mini skirt with pockets	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c13dfdf6311daf526c	9a5f0f89-ea98-459f-8936-facff828d48d	0001bfeb25--618d89c13dfdf6311daf526c	e0148cf09fd433441e7e33a3cb0d0d45	APPROVED	2021-11-11T21:23:13.796
https://www.childrensplace.com/us/c/boys-polo-shirts	boys' polo shirts	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c13dfdf6311daf526c	df8ce9cd-dcd4-4bcf-8602-5416132e2be2	0001bfeb25--618d89c13dfdf6311daf526c	e0148cf09fd433441e7e33a3cb0d0d45	APPROVED	2021-11-11T21:23:13.796
https://www.wateroutfitters.com/radar-skis-sure-grip-water-ski-rope/506068P.html	water ski rope	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c13dfdf6311daf526c	8f043a62-c47d-4f02-bfb3-5fb65245641b	0001bfeb25--618d89c13dfdf6311daf526c	e0148cf09fd433441e7e33a3cb0d0d45	APPROVED	2021-11-11T21:23:13.796
https://www.walmart.com/ip/Rachel-Rachel-Roy-Color-Block-Hoodie/154455353	color block hoodie	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c4ca277041b7396f7c	9c99c41c-cd16-415f-b538-e381848e9902	0001bfeb25--618d89c4ca277041b7396f7c	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:16.982
https://www.thefreedictionary.com/pants	yoga pants	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c4ca277041b7396f7c	f13bd347-cf6a-4704-bb9b-c376ebb10805	0001bfeb25--618d89c4ca277041b7396f7c	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:16.982
https://kidsbikesshop.com/product/12-huffy-52454-steel-bicycle-frame-disney-princess-girls-bike-with-doll-carrier-pink-color-by-huffy/	kids' bikes	RelevantMinus				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c4ca277041b7396f7c	46eba018-f61d-4052-894c-3a584f4602c7	0001bfeb25--618d89c4ca277041b7396f7c	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:16.982
https://www.wayfair.com/keyword.php?keyword=kitchen+counter+bar	bar counter in kitchen	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c9f26aad229084db4f	8339dc68-d860-4056-b0b0-5a3f938faf8a	0001bfeb25--618d89c9f26aad229084db4f	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:21.907
https://www.toolsofmen.com/best-fogless-shaving-mirror/	bathroom mirrors for shaving	Relevant				https://toloka.yandex.ru/task/29354789/0001bfeb25--618d89c9f26aad229084db4f	fffaba85-2108-439f-900e-3b32dbace178	0001bfeb25--618d89c9f26aad229084db4f	61ffabe60ab1672c6d39ad513b26754d	APPROVED	2021-11-11T21:23:21.907
