url	query	relevance
https://www.ikea.com/us/en/p/aepplaroe-chaise-brown-stained-90208543/	plastic garden furniture sets	RELEVANT_PLUS
https://www.logitechg.com/en-us/products/driving/driving-force-racing-wheel.html	logitech driving force	RELEVANT_MINUS
https://www.jovani.com/dresses-by-styles/mermaid-prom-dresses	mermaid prom dress	404
https://nymag.com/strategist/article/best-bathrobes-for-women.html	men's hooded bathrobe	IRRELEVANT
https://people.csail.mit.edu/paulfitz/spanish/t6.html	Shoe racks	IRRELEVANT
https://www.costco.com/utility-folding.html	pool tables	404
https://en.wikipedia.org/wiki/Animal_shelter	dog kennels for sale	RELEVANT_PLUS
https://www.walmart.com/ip/SOLICE-High-Capacity-16800mah-External-Battery-Power-Bank-Portable-Charger-Backup-Pack-LED-Light-Dual-USB-iphone-5-5S-6s-6-Plus-ipad-Samsung-Galaxy-M/317220074	powerbank for iphone	RELEVANT_PLUS
https://store.playstation.com/en-us/category/85448d87-aa7b-4318-9997-7d25f4d275a4/1	sony vr	IRRELEVANT
https://www.kiefer.com/kiefer-water-workout-swim-flotation-belt	swim belts	404
https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=samsung+wireless+bluetooth+headphones	sony headphones bluetooth	RELEVANT_PLUS
https://www.cctvcameraworld.com/3-megapixel-ip-security-camera-bullet.html	ip camera price	RELEVANT_PLUS
https://www.bestbuy.com/site/computer-cables-connectors/usb-hubs/pcmcat1584032708792.c?id=pcmcat1584032708792	usb hub	RELEVANT_PLUS
https://www.spanx.com/shapewear/oncore-high-waisted-mid-thigh-short	shapewear for women	RELEVANT_PLUS
https://www.amazon.com/3d-pen-filament/s?k=3d+pen+filament	3d pen filament	RELEVANT_PLUS
https://www.aritzia.com/us/en/search?cgid=sweatshirts-oversized&country=us	women's oversized sweatshirt	RELEVANT_PLUS
https://www.amazon.com/s?k=case+for+iphone+12+pro+max&ref=nb_sb_noss	powerbank for iphone	IRRELEVANT
https://www.lowes.com/pl/Dining-kitchen-furniture-Furniture-Home-decor/4294769483	kitchen furniture	RELEVANT_MINUS
https://www.adorama.com/l/Home-Electronics/Sony~Unlocked-Cell-Phones	sony xperia	RELEVANT_PLUS
https://www.gentlemansguru.com/product-category/formal-wear/tuxedos/floral-tuxedos/	men's floral tuxedo for party	404
https://www.pickleballcentral.com/Champion_Spark_Pickleball_Paddle_p/pb119spk.htm	pickleball paddle	RELEVANT_PLUS
https://www.costco.com/umbrellas.html	umbrella stroller	IRRELEVANT
https://www.amazon.com/plaid-pajama-pants-men/s?k=plaid+pajama+pants+for+men	men's plaid pajama pants	RELEVANT_PLUS
https://www.walmart.com/browse/clothing/mens-pants/5438_133197_6041621	pajamas	IRRELEVANT
https://www.bestbuy.com/site/insignia-apple-watch-magnetic-charging-cable-and-silicone-cable-wrap-4-white/6393960.p?skuId=6393960	apple watch charger	RELEVANT_PLUS
https://www.crateandbarrel.com/furniture/dining-tables/1	table tennis tables	IRRELEVANT
https://www.belts.com	taekwondo belts shop online	IRRELEVANT
https://www.walmart.com/browse/video-games/playstation-4-ps4-consoles/2636_1102672_1106096	playstation 4 price	RELEVANT_PLUS
https://www.ultimateears.com/en-us/wireless-speakers/boom-3.html	speakers bluetooth	RELEVANT_MINUS
https://howieshockeytape.com/collections/hockey-pucks/products/10oz-orange-hockey-pucks	hockey pucks	RELEVANT_PLUS
https://www.big5sportinggoods.com/store/browse/sports/football/footballs/_/N-aqc	footballs for adult	RELEVANT_PLUS
https://www.amazon.com/s?k=Lenovo+IdeaPad+3	lenovo ideapad 3	RELEVANT_PLUS
https://www.10guider.com/best-air-freshener-dispensers/	air freshener dispenser	RELEVANT_MINUS
https://www.target.com/c/frames-display-boxes-home-decor/-/N-5xttn	picture frames	IRRELEVANT
https://www.housebeautiful.com/shopping/furniture/g26476108/best-sectionals-for-small-spaces/	reclining sectional sofas for small spaces	RELEVANT_PLUS
https://www.amazon.com/Mens-Fashion-Party-Blazers/s?k=Men%27s+Fashion+Party+Blazers	men's blazer for party	RELEVANT_PLUS
https://www.boomerangshop.com/web/index.php	boomerang for outdoor games	404
https://www.soccer.com/shop/products/equipment/soccer-balls	soccer ball	RELEVANT_PLUS
https://www.bedbathandbeyond.com/store/s/chenille-blanket	chenille blanket	RELEVANT_PLUS
https://www.fusion5store.com/fusion5-ultra-slim-windows-tablet-pc-2gb-ram-64gb-storage-full-size-usb-3-0-intel-quad-core-dual-cameras-hdmi-bluetooth-windows-10-home-tablet-computer-10-1-64gb.html	tablet windows 10	RELEVANT_PLUS
https://www.accessorize.com/us/?redirected=true	surfboard accessories	IRRELEVANT
https://fineartamerica.com/shop/beach+towels/afrocentric	afrocentric towels	404
https://www.amazon.com/Logitech-931643-0403-Optical-USB-Mouse/dp/B000RHV46U	usb keyboard buy online	RELEVANT_PLUS
https://www.alibaba.com/trade/search?fsb=y&IndexArea=product_en&CatId=&SearchText=mi+tv+e65s&viewtype=G&tab=	mi tv e65s pro	RELEVANT_MINUS
https://www.ebay.com/itm/Radar-2020-Senate-Pro-Waterski/274460230107?hash=item3fe71ac1db:g:OZsAAOSwHfdfN3x2&var=574606259725	water skis	IRRELEVANT
https://www.trueachievements.com/a264393/stroll-in-the-park-achievement	umbrella stroller	RELEVANT_MINUS
https://theshelterpetproject.org/pet-search/	dog kennels for sale	IRRELEVANT
https://www.adidas.com/us/women-jackets	adidas women's jackets & coats	RELEVANT_PLUS
https://www.dresshead.com/c/lace-dresses/?param=20_length-691_color	lace dress	RELEVANT_MINUS
https://www.dickssportinggoods.com/p/roller-derby-girls-firestar-quad-roller-skates-16rdegrdgrlsrllrfils/16rdegrdgrlsrllrfils	roller skates	404
https://www.homedepot.com/p/Home-Accents-Holiday-48-in-Holiday-Traditions-Red-Plush-Tree-Skirt-0202004ZSAHOP/301577459	plaid skirt	404
https://www.roomstogo.com/furniture/kids-and-teens/bunk-beds	bunk beds	404
https://foter.com/small-sectional-sofa-with-recliner	reclining sectional sofas for small spaces	RELEVANT_MINUS
https://www.gardenerdirect.com	bathroom plants buy online	RELEVANT_MINUS
https://www.dillards.com/p/ugg-judith-sweater-knit-hooded-lounge-cardigan/507380267	black v neck dress	IRRELEVANT
https://www.etsy.com/search?q=color%20block%20dress%20for%20girl	color block clothes for kids	RELEVANT_PLUS
https://dress-trends.com/scarves-2/	women's scarf	RELEVANT_PLUS
https://www.britannica.com/event/Afrocentrism	afrocentric towels	IRRELEVANT
https://www.target.com/p/quincy-basic-slipper-chair-threshold-153/-/A-52482175?preselect=52120237#lnk=sametab	Chair-beds	IRRELEVANT
https://syndromestore.com/collections/school-uniform-dresses/products/sailor-bow-dress-set	school uniform dresses	RELEVANT_PLUS
https://sakkhistyle.com	color block hoodie	IRRELEVANT
http://craftsandframes.com	franklin sports christine mcgrath collection	IRRELEVANT
https://www.carid.com/vossen-wheels/cv3-r-gloss-graphite-50452372.html	car dvr	IRRELEVANT
https://www.villagehatshop.com	swim caps	IRRELEVANT
https://www.newegg.com/Desktop-External-Hard-Drives/SubCategory/ID-414	extension cables	IRRELEVANT
https://www.wikihow.com/Replace-a-Bathroom-Faucet	kitchen faucets	IRRELEVANT
https://www.amazon.com/Automotive-Exterior-Mirrors/b?ie=UTF8&node=15709391	bathroom mirrors for shaving	IRRELEVANT
https://www.amazon.com/s?k=vacuum+cleaner+dyson&crid=30O8GFOKU2OYW&sprefix=vacuum+cleaner+%2Caps%2C197&ref=nb_sb_ss_ts-a-p_5_15	robot vacuum	RELEVANT_MINUS
https://www.macys.com/shop/product/members-only-mens-iconic-racer-lightweight-jacket?ID=6009472&CategoryID=3763&swatchColor=Pink	pink jacket	RELEVANT_MINUS
https://www.macys.com/shop/b/white-tablecloth?id=93804	white tablecloth	RELEVANT_PLUS
https://www.zappos.com/gloves	boxing gloves	IRRELEVANT
https://www.usa.canon.com/internet/portal/us/home/products/list/cameras/eos-dslr-and-mirrorless-cameras	ip camera price	IRRELEVANT
https://www.ballonlinestore.com/Shirts	billiard balls	IRRELEVANT
https://www.bedbathandbeyond.com/store/category/smart-home-home-improvement/heating-cooling/humidifiers/14945/	humidifier walmart	RELEVANT_MINUS
https://www.marketfurnitures.com/category/living-room/gunsmoke-bellaire-contemporary-silver-and-chrome-sectional.html	patio furniture	404
https://www.microsoft.com/en-us/p/microsoft-bluetooth-keyboard/919v6qb80zg3?activetab=pivot%3aoverviewtab	microsoft keyboard 4000	RELEVANT_MINUS
https://www.target.com/s/wardrobes+for+bedrooms	wardrobes for bedroom	404
https://www.beltoutlet.com/collections/mens-belts	swim belts	RELEVANT_MINUS
https://stickfigurestore.com	hockey stick	IRRELEVANT
https://www.walmart.com/c/kp/usb-ethernet-adapter	wifi adapter for pc	IRRELEVANT
https://thetennisshoponline.com	lacrosse goals	IRRELEVANT
https://www.baseballmonkey.com/equipment/bats/baseball-bats/bbcor-bats/demarini-baseball-bat-the-goods-bbcor-one-piece-3-2021.html	baseball bats	404
https://www.apple.com/shop/product/MWP22AM/A/airpods-pro	airpods	RELEVANT_MINUS
https://www.carabinsbusline.com	climbing carabiners	IRRELEVANT
https://store.irobot.com/default/roomba-vacuuming-robot-vacuum-irobot-roomba-i7-plus/i755020.html?_ga=2.45779300.1743582439.1610847540-1166457877.1610847540	window cleaning robot	IRRELEVANT
https://www.skatewarehouse.com/helmets.html	skateboard helmet	RELEVANT_MINUS
https://www.amazon.com/Samsung-SM-A217M-DS-Cameras-International/dp/B089V7SLRQ/ref=sr_1_2?dchild=1&keywords=Xiaomi+Mi+8&qid=1610801284&sr=8-2	xiaomi mi 8	RELEVANT_PLUS
https://www.nordstrom.com/s/moncler-goelo-water-resistant-down-puffer-coat/5806647?origin=category-personalizedsort&breadcrumb=Home%2FDesigner%2FWomen%2FDesigner%20Clothing%2FCoats%2C%20Jackets%20%26%20Blazers&color=white	women's puffer coat	IRRELEVANT
https://www.amazon.co.uk/dp/B073ZLSMFT?ascsubtag=92cab279-eed8-46c4-91ee-66bec33cadec%7Ce1daa8e0-5761-11eb-917d-6391545291f9%7Cdtp%7Cus&linkCode=g12&tag=cnet-onelink-uk-21	3d printer price	RELEVANT_PLUS
https://www.worldmarket.com/category/furniture/living-room/chairs.do?c=116715.116754.116758&tabName=productTab&productType=Arm+Chairs&pp=26&sortby=ourPicksAscend&cx=0	puff chairs	404
https://www.lacrossemonkey.com/lacrosse-accessories/lacrosse-field-training-accessories/lacrosse-goals.html	lacrosse goals	RELEVANT_PLUS
https://www.ebay.com/b/Car-Speakers-Speaker-Systems/14936/bn_887007	speakers bluetooth	RELEVANT_PLUS
https://www.hockeymonkey.com/accessories/pucks/street-pucks-balls/winnwell-goalie-accessories-street-puck-75mm.html	street hockey pucks	RELEVANT_PLUS
https://www.goodhousekeeping.com/clothing/g28397074/best-wool-socks/	wool socks	RELEVANT_MINUS
https://www.preventivevet.com/cats/7-reasons-not-to-toilet-train-your-cat	cat carriers	IRRELEVANT
https://www.walmart.com/browse/patio-garden/lawn-mowers/5428_1102182_1225352	mens electric shaver	IRRELEVANT
https://www.sephora.com/product/drybar-the-double-shot-blow-dryer-brush-P453282?om_mmc=aff-linkshare-redirect-tv2R4u9rImY&c3ch=Linkshare&c3nid=tv2R4u9rImY&affid=tv2R4u9rImY-r.JM7MoqKH1bumE5rF4vZg&ranEAID=tv2R4u9rImY&ranMID=2417&ranSiteID=tv2R4u9rImY-r.JM7MoqKH1bumE5rF4vZg&ranLinkID=10-1&browserdefault=true	hair dryer brush	RELEVANT_PLUS
https://www.bustle.com/p/the-6-best-hangers-for-pants-6412765	hangers for pants	RELEVANT_PLUS
https://www.ashleyfurniture.com/p/jennily_queen_panel_bed/APK-B642-QPB.html?cgid=beds#start=1	bunk beds	RELEVANT_PLUS
https://www.amazon.com/sony-bravia-tv/s?k=sony+bravia+tv	mi tv e65s pro	IRRELEVANT
https://www.youtube.com/watch?v=Ad4znKPcqn0	anti touch door opener	RELEVANT_MINUS
https://www.amazon.com/NES-Controllers-Children-Birthday-Childhood-Nintendo/dp/B08QMBMGVZ/ref=sr_1_19?_encoding=UTF8&c=ts&dchild=1&keywords=NES+Accessories&qid=1610633922&s=videogames&sr=1-19&ts_id=10983401	playstation 4 price	IRRELEVANT
https://www.doittennis.com/catalog/tennis-balls	wilson tennis balls	RELEVANT_PLUS
https://www.amazon.com/SlimLine-2241-Extension-3-Wire-8-Foot/dp/B000HJDATM	extension cables	RELEVANT_PLUS
https://www.allmodern.com/outdoor/cat/plastic-outdoor-furniture-c1872502.html	plastic garden furniture sets	RELEVANT_MINUS
https://www.ebay.com/b/Plastic-Patio-Garden-Furniture-Sets/139849/bn_7113161535	plastic garden furniture sets	RELEVANT_MINUS
https://www.nordstromrack.com/shop/Women/Clothing/Dresses/Work	sexy cocktail dress	404
https://www.thespruce.com/best-outdoor-patio-umbrellas-4159049	umbrella stroller	IRRELEVANT
https://www.amazon.com/IP-Cameras/s?k=IP+Cameras	ip camera price	RELEVANT_PLUS
https://www.bestbuy.com/site/audio/portable-speakers-docks-radios/pcmcat310200050004.c?id=pcmcat310200050004	speakers bluetooth	RELEVANT_PLUS
https://www.realwatersports.com/collections/ajw-surfboards	surfboards	RELEVANT_PLUS
https://www.walmart.com/browse/pets/cat-carriers/5440_202073_5544612_7788817	cat carriers	RELEVANT_MINUS
https://www.bakerfurniture.com	bakeware set	IRRELEVANT
https://www.nowcake.com	bakeware set	404
https://us.aquasphereswim.com/collections/swim-caps	swim caps	RELEVANT_PLUS
https://www.bestbuy.com/site/sony-wh-ch510-wireless-on-ear-headphones-black/6359775.p?skuId=6359775	sony headphones bluetooth	RELEVANT_MINUS
https://www.clothingshoponline.com/ps/short-sleeves	volleyball passing sleeves	IRRELEVANT
https://www.pgatoursuperstore.com/roger-federer-team-6-pack-tennis-bag/2000000011692.html?dwvar_2000000011692_STK_COLOR=5&cgid=tennis-gear-bags	tennis bag	RELEVANT_PLUS
https://www.equipmentfr.com	gladiator lacrosse equipment	IRRELEVANT
https://www.amazon.com/Kickboxing-Gloves-Training-Fingerless-Children/dp/B0747QP16J/ref=sr_1_3?dchild=1&keywords=kickboxing+gloves&qid=1610507648&sr=8-3	kickboxing gloves	RELEVANT_PLUS
https://www.finder.com/buy-jeans-online	bras	IRRELEVANT
https://www.ikea.com/us/en/cat/laundry-baskets-20601/	laundry baskets	RELEVANT_PLUS
https://news.yahoo.com/dollywood-smoky-mountain-christmas-wraps-153500189.html	christmas lights	IRRELEVANT
https://www.oldbrickfurniture.com/category/dining-room	cheap dining room sets	RELEVANT_PLUS
https://www.basspro.com/shop/en/fishing-nets	tennis net walmart	404
https://www.baseballmonkey.com/equipment/bats/baseball-bats.html	softball bats	RELEVANT_PLUS
https://www.verizon.com/featured/shop-phones-devices/	belay???��????� devices???��????� for???��????� climbing	IRRELEVANT
https://www.target.com/c/shoe-storage-organization-home/-/N-5xtnv	Shoe racks	404
https://www.smartwool.com/shop/mens-running-socks/phd-pro-endurance-print-crew-socks-sw001163?variationId=150	wool socks	RELEVANT_PLUS
https://morninglavender.com/collections/tulle-skirts/products/anabelle-tulle-maxi-skirt	tulle skirt	RELEVANT_PLUS
https://www.amazon.com/football-field-pylons/s?k=football+field+pylons	football pylons	RELEVANT_PLUS
https://www.amazon.com/ping-pong-table-table-tennis-table/b?node=3419501	table tennis tables	RELEVANT_PLUS
https://www.amazon.com/USB-Flash-Drives-32GB-Data-Storage/s?keywords=USB+Flash+Drives&rh=n%3A3151491%2Cp_n_size_browse-bin%3A1259716011&c=ts&ts_id=3151491	usb card 32gb	RELEVANT_PLUS
https://www.catwalkdirect.com/product/moerdeng-womens-waterproof-ski-jacket-warm-winter-snow-coat-mountain-windbreaker-hooded-raincoat-snowboarding-jackets/	moerdeng ski jacket	RELEVANT_PLUS
https://www.pajamagram.com/matching-family-pajamas/matching-family-collections/his-hers/margaritaville-his-hers-set-navy/GWM017764.html	matching pajamas for couples	RELEVANT_PLUS
https://www.walmart.com/c/kp/leather-leggings	leather leggings	RELEVANT_PLUS
https://dwgfree.com/category/kitchen-cad-blocks-drawings/	kitchen furniture	IRRELEVANT
https://www.athome.com/lanterns/	gold lantern	IRRELEVANT
https://www.loft.com/heart-square-scarf/556268?skuId=30784932&defaultColor=4899&catid=catl000021	women's scarf	404
https://www.furla.com/us/en/	bowling bag	RELEVANT_MINUS
https://www.youtube.com/watch?v=Y0axvv51w6c	kitchen faucets	IRRELEVANT
https://www.sportsunlimitedinc.com/helmets.html	riddell football helmets	RELEVANT_PLUS
https://www.amazon.com/Philips-Lamp/s?k=Philips+Lamp	philips lamps	RELEVANT_PLUS
https://www.jcrew.com/c/mens_category/shirts	men's fleece sweatshirt	IRRELEVANT
https://shop.panasonic.com/personal-care/mens-shavers-and-grooming/mens-shavers	mens electric shaver	RELEVANT_PLUS
https://www.containerstore.com/shopping/pant-hangers.html	hangers for pants	RELEVANT_PLUS
https://www.bowlerx.com/Ultimate-Black-Magic-Bowling-Ball-Polish-ULBLKMAGIC.htm	bowling ball polish	RELEVANT_PLUS
https://www.etsy.com/listing/918750844/gorgeous-hand-made-scarves-wraps?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=hand+wraps&ref=sc_gallery-1-2&plkey=683327249dd35417a73e0fc88282d8841a933f2d%3A918750844&frs=1	boxing hand wraps	RELEVANT_MINUS
https://www.walmart.com/c/kp/men-s-hooded-bathrobes	men's hooded bathrobe	RELEVANT_PLUS
https://lacrosseballstore.com/collections/lacrosse-balls/products/120-champion-white-lacrosse-balls	lacrosse ball	RELEVANT_MINUS
https://www.bestbuy.com/site/apple-watch-series-6-gps-44mm-space-gray-aluminum-case-with-black-sport-band-space-gray/6215931.p?skuId=6215931	bracelet for apple watch	IRRELEVANT
https://www.etsy.com/listing/847959546/kids-birthday-dress-for-girl-cute?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dress+for+girl&ref=sr_gallery-1-4&organic_search_click=1&pro=1&col=1	romper for girl	RELEVANT_PLUS
https://harrietsonlinestore.com/collections/waist-trainers-1/products/25-steel-boned-waist-trainer	waist trainers	RELEVANT_MINUS
https://davidarchy.com/collections/trunks	david archy men's trunks	404
https://www.promgirl.com/shop/styles_and_trends/mermaid#?key=mermaid&brand=&color=&colorphoto=&detail=&event=&length=high-low&price=19,349&sale=&size=&style=mermaid&body=&nt=36&sr=1&ob=da&vb=0&pid=1528619&format=json&	mermaid prom dress	RELEVANT_MINUS
https://www.ikea.com/us/en/cat/spring-mattresses-24828/	Spring mattresses	RELEVANT_PLUS
https://www.ebay.com/globaldeals	skywalker trampolines	IRRELEVANT
https://www.gearx.com/petzl-verso	belay???��????� devices???��????� for???��????� climbing	RELEVANT_MINUS
https://www.homedepot.com/b/Outdoors-Patio-Furniture/N-5yc1vZbx4o	patio furniture	404
https://franklinsports.com/christine-mcgrath-duffle-bag	franklin sports christine mcgrath collection	404
https://www.bestbuy.com/site/computers-pcs/computer-cards-components/abcat0507000.c?id=abcat0507000	gamepad price	RELEVANT_PLUS
https://www.dickssportinggoods.com/p/columbia-womens-firwood-long-jacket-19cmbwwfrwdlngjckrnw/19cmbwwfrwdlngjckrnw	pink jacket	404
https://www.dermstore.com/product_Ultra+Light+Pro+Dryer_71906.htm?nrtv_cid=315d20083ed7d3941959e7554587e9527cf59fe9ca5fadfca047bdd90cbf3ba3&amp%3Butm_source=Native-Narrativ-goodhousekeeping&amp%3Butm_content=278876197&amp%3Butm_campaign=24503925&amp%3Butm_medium=cpc&amp%3Butm_ega=CONV&amp%3Bdclid=CIvlnZ_aoe4CFdZ9GQodBOwJNQ	hair straightener price	RELEVANT_MINUS
https://www.asos.com/us/neon-rose-plus/neon-rose-plus-midaxi-pleated-skirt-with-drop-waist-in-vintage-floral/prd/13991631?irgwc=1&clickid=_v9ctzdeue0kfqj9qkk0sohzny32xp023mupl1sp100&affid=25379&pubref=57486	women's floral skirt	RELEVANT_PLUS
https://woodwick.yankeecandle.com/browse/candles/ellipse-candles/_/N-ak9	ellipse candle	404
https://www.thedressoutlet.com/collections/wedding-party-dresses/products/r-m-richards-mother-of-the-bride-formal-long-lace-jacket-dress	wedding party dress	RELEVANT_MINUS
https://www.buywake.com/liquid-force-2021-virago-wakeboard	wakeboards	RELEVANT_MINUS
https://www.xbox.com/en-US/accessories/controllers/xbox-wireless-controller	controller xbox one	RELEVANT_PLUS
https://www.walmart.com/browse/electronics/samsung-galaxy-tab-accessories/3944_1078524_1225368_1225161	case for ipad air	IRRELEVANT
https://www.qceventplanning.com/online-event-courses/event-decor/	kitchen decor	IRRELEVANT
https://www.cheapbats.com/shop/softball-bats-c-286.html	softball bats	RELEVANT_PLUS
https://www.etsy.com/market/kids_room_wallpaper	kids room wallpaper	RELEVANT_PLUS
https://www.marthastewart.com/339009/flowerpot-cakes#:~:text=%20Directions%20%201%20Step%201%0APreheat%20oven%20to,Transfer%20to%20a%20rimmed%20baking%20sheet.%20More%20	pots for flowers	IRRELEVANT
https://www.amazon.com/Castle-Paintings/s?k=Castle+Paintings	decorative castle painting	RELEVANT_PLUS
https://bestreviews.com/best-umbrella-strollers	umbrella stroller	RELEVANT_PLUS
https://www.gerksonline.com	roller skates	IRRELEVANT
https://www.wayfair.com/home-improvement/sb0/portable-fans-c488370.html	dehumidifier	IRRELEVANT
https://www.zumiez.com/mens/hoodies.html?d=4294963501	color block hoodie	RELEVANT_PLUS
https://www.bestbuy.com/site/shop/sandisk-ixpand-flash-drive	usb card 32gb	RELEVANT_MINUS
https://www.bestbuy.com/site/pc-gaming/gaming-desktops/pcmcat287600050002.c?id=pcmcat287600050002&intl=nosplash	gaming phone	IRRELEVANT
https://www.yescycling.com/the-best-bikes-for-seniors/	no-pedal bike for toddlers	IRRELEVANT
https://www.bestbuy.com/site/sony-wf-1000xm3-true-wireless-noise-cancelling-in-ear-headphones-black/6359820.p?acampID=0&cmp=RMX&intl=nosplash&loc=CNET+Media+Group&ref=198&refdomain=cnet.com&skuId=6359820	airpods	RELEVANT_MINUS
https://www.roxy.com/groovy-wavy-mini-bikini-bottoms-194476191451.html	swimwear shop online	RELEVANT_PLUS
